Progeny Sire    Dam     Sex  G   NMPrg NFPrg F        Homo     Phen      Res       Polygene  QTL       Final_EBV
2865    2705    67      F   6    2     1     0.000000 0.704311 +1.407843 +1.211783 +0.000000 +0.196060 +0.269354
2866    1456    2578    M   6    0     0     0.000000 0.710422       --- +0.000000 +0.000000 +0.629219 +0.311311
2867    2705    1360    F   6    2     1     0.000000 0.701289 +1.199471 +0.882974 +0.000000 +0.316497 +0.270247
2868    589     2612    F   6    0     0     0.000000 0.693444 +1.121498 +0.807472 +0.000000 +0.314026 +0.307895
2869    2720    1130    F   6    0     0     0.000000 0.693956 -0.228003 +0.010007 +0.000000 -0.238010 +0.189061
2870    2720    1188    M   6    0     0     0.000000 0.698400       --- +0.000000 +0.000000 +0.714586 +0.238612
2871    2705    2218    M   6    4     6     0.000000 0.705489       --- +0.000000 +0.000000 +0.470221 +0.304413
2872    23      2606    M   6    4     6     0.000000 0.679022       --- +0.000000 +0.000000 +0.426625 +0.295082
2873    2409    2150    M   6    0     0     0.000000 0.704222       --- +0.000000 +0.000000 +0.198083 +0.340437
2874    2289    89      M   6    0     0     0.000000 0.706422       --- +0.000000 +0.000000 +0.132556 +0.182064
2875    2006    70      F   6    0     0     0.000000 0.712711 +0.579173 +0.854669 +0.000000 -0.275496 +0.233937
2876    2587    153     M   6    0     0     0.000000 0.690978       --- +0.000000 +0.000000 +0.338334 +0.188406
2877    2701    535     M   6    0     0     0.000000 0.710667       --- +0.000000 +0.000000 +0.691172 +0.259429
2878    2611    588     M   6    0     0     0.000000 0.691711       --- +0.000000 +0.000000 +0.044936 +0.243203
2879    2507    669     M   6    0     0     0.000000 0.701622       --- +0.000000 +0.000000 +0.112641 +0.217331
2880    2409    1093    F   6    2     1     0.000000 0.701733 +1.800677 +1.333289 +0.000000 +0.467388 +0.272081
2881    2663    810     F   6    0     0     0.000000 0.698267 -0.210471 -0.149299 +0.000000 -0.061173 +0.155622
2882    2079    637     F   6    2     2     0.000000 0.701978 +0.321379 +0.083500 +0.000000 +0.237879 +0.385748
2883    2289    2146    F   6    0     0     0.000000 0.700844 +0.795289 +0.722204 +0.000000 +0.073086 +0.233634
2884    12      2592    F   6    2     2     0.000000 0.699422 +0.305815 +0.126145 +0.000000 +0.179670 +0.439274
2885    23      2344    F   6    0     0     0.000000 0.708267 -0.030375 +0.055912 +0.000000 -0.086287 +0.262747
2886    1946    1793    M   6    0     0     0.000000 0.704378       --- +0.000000 +0.000000 +0.340325 +0.210846
2887    1577    1515    M   6    0     0     0.000000 0.701244       --- +0.000000 +0.000000 +0.448455 +0.242775
2888    1961    2200    M   6    0     0     0.000000 0.712711       --- +0.000000 +0.000000 -0.060772 +0.324870
2889    2724    465     F   6    0     0     0.000000 0.720378 +1.067331 +0.986357 +0.000000 +0.080974 +0.275018
2890    2724    1981    M   6    0     0     0.000000 0.710111       --- +0.000000 +0.000000 +1.123218 +0.255621
2891    800     2138    M   6    0     0     0.000000 0.694556       --- +0.000000 +0.000000 +0.198379 +0.337573
2892    1459    2371    F   6    0     0     0.000000 0.707956 -0.463331 -0.328709 +0.000000 -0.134622 +0.259974
2893    2399    1678    F   6    0     0     0.000000 0.690044 -0.649293 -0.885748 +0.000000 +0.236455 +0.155434
2894    23      1489    F   6    0     0     0.000000 0.696889 +0.176205 -0.329049 +0.000000 +0.505254 +0.305201
2895    2587    1306    M   6    0     0     0.000000 0.703467       --- +0.000000 +0.000000 -0.335131 +0.199905
2896    2006    2056    F   6    0     0     0.000000 0.705644 -0.716632 -0.796558 +0.000000 +0.079925 +0.226620
2897    2582    2110    M   6    0     0     0.000000 0.697756       --- +0.000000 +0.000000 +0.054451 +0.163573
2898    589     976     F   6    0     0     0.000000 0.711822 -1.375782 -1.516409 +0.000000 +0.140628 +0.044460
2899    2402    2214    M   6    0     0     0.000000 0.697333       --- +0.000000 +0.000000 +0.603455 +0.304613
2900    2386    853     F   6    2     2     0.000000 0.686778 +2.306134 +1.472921 +0.000000 +0.833213 +0.459048
2901    2453    671     M   6    0     0     0.000000 0.699333       --- +0.000000 +0.000000 -0.214270 +0.099149
2902    2705    312     F   6    2     2     0.000000 0.700156 +1.125189 +0.468704 +0.000000 +0.656485 +0.381766
2903    23      2168    M   6    0     0     0.000000 0.719289       --- +0.000000 +0.000000 +0.326639 +0.249469
2904    1840    896     M   6    0     0     0.000000 0.692089       --- +0.000000 +0.000000 +0.410137 +0.307273
2905    2719    1071    M   6    0     0     0.000000 0.708644       --- +0.000000 +0.000000 +0.391019 +0.272033
2906    3       595     F   6    2     2     0.000000 0.713556 +1.183729 +0.462172 +0.000000 +0.721557 +0.380341
2907    2507    1797    M   6    0     0     0.000000 0.685578       --- +0.000000 +0.000000 +0.083560 +0.211157
2908    2587    461     F   6    0     0     0.000000 0.700356 -1.244811 -1.207230 +0.000000 -0.037581 +0.069198
2909    2289    230     M   6    0     0     0.000000 0.703444       --- +0.000000 +0.000000 +0.086559 +0.136336
2910    1878    2066    F   6    0     0     0.000000 0.679444 -1.068645 -0.903491 +0.000000 -0.165154 +0.244448
2911    1577    444     M   6    0     0     0.000000 0.703044       --- +0.000000 +0.000000 +0.074711 +0.200562
2912    1456    1511    F   6    0     0     0.000000 0.704444 -1.116460 -1.161416 +0.000000 +0.044956 +0.172908
2913    2399    2579    F   6    1     1     0.000000 0.706378 -0.496733 -0.372554 +0.000000 -0.124179 +0.237407
2914    2399    828     F   6    0     0     0.000000 0.707022 +0.678622 +0.662713 +0.000000 +0.015908 +0.224612
2915    1961    1764    F   6    1     3     0.000000 0.704244 +0.842163 +0.127672 +0.000000 +0.714490 +0.375110
2916    1577    2003    F   6    2     2     0.000000 0.706578 +1.083585 +0.927387 +0.000000 +0.156198 +0.345886
2917    1840    2460    M   6    0     0     0.000000 0.696356       --- +0.000000 +0.000000 +0.417869 +0.368828
2918    1537    2522    M   6    0     0     0.000000 0.699422       --- +0.000000 +0.000000 +0.668732 +0.255473
2919    23      1937    M   6    0     0     0.000000 0.691178       --- +0.000000 +0.000000 +0.188976 +0.231284
2920    3       1953    F   6    2     2     0.000000 0.703711 +0.213037 -0.380839 +0.000000 +0.593876 +0.348474
2921    2047    1441    F   6    0     0     0.000000 0.689044 +1.181185 +0.852969 +0.000000 +0.328216 +0.267744
2922    1537    1918    F   6    0     4     0.000000 0.714067 +0.445310 -0.126475 +0.000000 +0.571785 +0.328777
2923    2289    1711    M   6    0     0     0.000000 0.699200       --- +0.000000 +0.000000 +0.617315 +0.304310
2924    2701    1367    F   6    1     3     0.000000 0.699956 +1.273392 +0.509616 +0.000000 +0.763777 +0.345645
2925    1840    2558    F   6    0     0     0.000000 0.687467 -0.235446 -0.616939 +0.000000 +0.381492 +0.405873
2926    2519    1181    F   6    0     0     0.000000 0.685600 +0.697521 +0.632872 +0.000000 +0.064648 +0.240122
2927    2409    292     M   6    0     0     0.000000 0.718889       --- +0.000000 +0.000000 +0.612061 +0.179622
2928    2582    1121    M   6    0     0     0.000000 0.693556       --- +0.000000 +0.000000 +0.439038 +0.174963
2929    589     2685    M   6    0     0     0.000000 0.692222       --- +0.000000 +0.000000 +0.747405 +0.201772
2930    2701    888     F   6    0     0     0.000000 0.694711 +0.043205 -0.430523 +0.000000 +0.473728 +0.227127
2931    800     2596    M   6    7     3     0.000000 0.693867       --- +0.000000 +0.000000 +0.287727 +0.312406
2932    1961    1060    F   6    0     0     0.000000 0.695844 -1.868095 -1.843302 +0.000000 -0.024793 +0.180690
2933    2195    2335    F   6    2     2     0.000000 0.699511 +0.083121 -0.621955 +0.000000 +0.705075 +0.525359
2934    2236    1788    M   6    0     0     0.000000 0.701133       --- +0.000000 +0.000000 +0.267617 +0.319293
2935    2006    2274    M   6    0     0     0.000000 0.712533       --- +0.000000 +0.000000 +0.116411 +0.253780
2936    1946    233     M   6    0     0     0.000000 0.704756       --- +0.000000 +0.000000 +0.265624 +0.220627
2937    2195    1211    M   6    0     0     0.000000 0.695044       --- +0.000000 +0.000000 +0.679432 +0.471899
2938    2719    243     M   6    0     0     0.000000 0.708467       --- +0.000000 +0.000000 +0.331297 +0.298128
2939    2289    1357    F   6    0     0     0.000000 0.707333 -0.436964 -0.606934 +0.000000 +0.169970 +0.210571
2940    3       1235    M   6    0     0     0.000000 0.700289       --- +0.000000 +0.000000 -0.000156 +0.297333
2941    1961    2633    M   6    0     0     0.000000 0.701289       --- +0.000000 +0.000000 +0.632319 +0.309534
2942    2006    2419    M   6    0     0     0.000000 0.698711       --- +0.000000 +0.000000 +0.511923 +0.311363
2943    2655    2534    M   6    19    21    0.000000 0.703111       --- +0.000000 +0.000000 +0.352080 +0.428301
2944    3       306     M   6    0     0     0.000000 0.702200       --- +0.000000 +0.000000 +0.303148 +0.303762
2945    2074    1389    F   6    0     0     0.000000 0.704089 +0.011982 -0.609016 +0.000000 +0.620998 +0.175818
2946    966     2187    F   6    2     2     0.000000 0.695311 +0.487120 +0.353199 +0.000000 +0.133920 +0.430552
2947    2402    1578    M   6    0     0     0.000000 0.702467       --- +0.000000 +0.000000 +0.293730 +0.248267
2948    1401    1659    M   6    0     0     0.000000 0.694067       --- +0.000000 +0.000000 +0.372235 +0.232988
2949    1577    1701    M   6    0     0     0.000000 0.701467       --- +0.000000 +0.000000 -0.035433 +0.292250
2950    1878    590     F   6    2     2     0.000000 0.702333 +0.888350 +0.425233 +0.000000 +0.463118 +0.413246
2951    2507    1716    M   6    0     0     0.000000 0.703044       --- +0.000000 +0.000000 +0.538936 +0.185601
2952    2453    1729    F   6    0     0     0.000000 0.689644 -0.273278 -0.134410 +0.000000 -0.138867 +0.094798
2953    2724    1618    F   6    0     0     0.000000 0.700400 +0.562274 -0.270906 +0.000000 +0.833180 +0.262344
2954    2587    1595    F   6    0     0     0.000000 0.696133 +1.558434 +1.384091 +0.000000 +0.174343 +0.253481
2955    2701    1417    M   6    0     0     0.000000 0.684511       --- +0.000000 +0.000000 +0.505183 +0.253625
2956    2402    2414    F   6    1     3     0.000000 0.721756 +0.889965 -0.000146 +0.000000 +0.890111 +0.322521
2957    2074    1809    M   6    0     0     0.000000 0.694333       --- +0.000000 +0.000000 +0.385620 +0.145087
2958    2724    487     F   6    0     0     0.000000 0.716689 -1.589928 -1.727110 +0.000000 +0.137182 +0.100461
2959    1577    95      F   6    0     0     0.000000 0.703889 -0.003684 +0.045094 +0.000000 -0.048778 +0.200362
2960    1961    2471    F   6    2     2     0.000000 0.698044 +1.257600 +0.704630 +0.000000 +0.552970 +0.389933
2961    2587    1133    F   6    0     0     0.000000 0.712022 -0.332535 -0.416980 +0.000000 +0.084445 +0.274524
2962    2731    281     M   6    0     0     0.000000 0.722844       --- +0.000000 +0.000000 +0.004869 +0.188269
2963    2705    2156    F   6    2     2     0.000000 0.697244 -0.238609 -0.859437 +0.000000 +0.620828 +0.339751
2964    2663    1077    M   6    0     0     0.000000 0.698978       --- +0.000000 +0.000000 +0.013660 +0.145838
2965    1961    1423    M   6    19    11    0.000000 0.687400       --- +0.000000 +0.000000 +0.157770 +0.342944
2966    2720    1006    M   6    0     0     0.000000 0.698511       --- +0.000000 +0.000000 +0.062628 +0.200214
2967    1577    2040    F   6    0     0     0.000000 0.710622 -0.061741 -0.523576 +0.000000 +0.461835 +0.237547
2968    966     2292    F   6    0     0     0.000000 0.708533 +0.176961 -0.149144 +0.000000 +0.326105 +0.307819
2969    2655    2498    F   6    2     2     0.000000 0.707600 +0.845441 +0.375184 +0.000000 +0.470257 +0.522294
2970    2731    2564    F   6    0     2     0.000000 0.696644 -0.446421 -0.210414 +0.000000 -0.236007 +0.226084
2971    2195    2102    F   6    1     3     0.000000 0.696622 +1.440769 +0.666409 +0.000000 +0.774360 +0.610046
2972    2006    1910    M   6    0     0     0.000000 0.693289       --- +0.000000 +0.000000 +0.020224 +0.285209
2973    1677    675     F   6    1     3     0.000000 0.698711 -0.170655 -0.419878 +0.000000 +0.249223 +0.334582
2974    2047    1400    M   6    0     0     0.000000 0.690911       --- +0.000000 +0.000000 +0.265571 +0.231623
2975    1459    2286    F   6    0     0     0.000000 0.702311 -2.869485 -3.045582 +0.000000 +0.176097 +0.109572
2976    1459    1223    F   6    0     0     0.000000 0.700622 +0.649581 +0.212458 +0.000000 +0.437123 +0.251764
2977    2587    868     M   6    0     0     0.000000 0.700089       --- +0.000000 +0.000000 +0.379871 +0.207629
2978    2519    2226    M   6    0     0     0.000000 0.693000       --- +0.000000 +0.000000 +0.465989 +0.286847
2979    1840    2744    M   6    0     0     0.000000 0.693111       --- +0.000000 +0.000000 +0.772197 +0.438966
2980    2386    1800    M   6    0     0     0.000000 0.690333       --- +0.000000 +0.000000 +0.245380 +0.350174
2981    2047    1405    F   6    0     0     0.000000 0.690244 -0.364350 -0.732327 +0.000000 +0.367978 +0.102648
2982    3       2022    F   6    0     0     0.000000 0.701156 -0.935046 -1.155856 +0.000000 +0.220810 +0.265961
2983    1878    126     F   6    0     0     0.000000 0.707289 -0.710824 -0.887470 +0.000000 +0.176646 +0.204338
2984    1677    1585    M   6    0     0     0.000000 0.703800       --- +0.000000 +0.000000 +0.259357 +0.229297
2985    2663    104     M   6    0     0     0.000000 0.709467       --- +0.000000 +0.000000 +0.169668 +0.199161
2986    800     2357    F   6    0     0     0.000000 0.704844 -1.261053 -1.621759 +0.000000 +0.360706 +0.189836
2987    2399    1136    F   6    0     0     0.000000 0.709489 -0.942663 -0.943662 +0.000000 +0.001000 +0.119838
2988    2289    397     M   6    0     0     0.000000 0.683511       --- +0.000000 +0.000000 +0.268574 +0.175069
2989    2701    895     F   6    0     0     0.000000 0.703333 -0.040863 -0.318417 +0.000000 +0.277554 +0.246108
2990    2611    2648    F   6    0     0     0.000000 0.706378 -0.944898 -1.534866 +0.000000 +0.589968 +0.236491
2991    2519    611     F   6    0     0     0.000000 0.717644 -1.747615 -1.190675 +0.000000 -0.556940 +0.073484
2992    2719    1506    F   6    0     0     0.000000 0.692044 +0.009459 -0.259172 +0.000000 +0.268631 +0.310208
2993    2399    1479    M   6    0     0     0.000000 0.700644       --- +0.000000 +0.000000 +0.186163 +0.214467
2994    12      2370    M   6    12    8     0.000000 0.693311       --- +0.000000 +0.000000 -0.015202 +0.308230
2995    1677    1299    M   6    0     0     0.000000 0.696778       --- +0.000000 +0.000000 +0.435473 +0.277889
2996    2195    1610    M   6    0     0     0.000000 0.696067       --- +0.000000 +0.000000 +1.120404 +0.467696
2997    2519    1047    M   6    0     0     0.000000 0.694067       --- +0.000000 +0.000000 +0.456272 +0.243449
2998    2507    1754    M   6    0     0     0.000000 0.692156       --- +0.000000 +0.000000 +0.263774 +0.174093
2999    2705    154     M   6    0     0     0.000000 0.683156       --- +0.000000 +0.000000 +0.669028 +0.305564
3000    2587    835     M   6    0     0     0.000000 0.697244       --- +0.000000 +0.000000 +0.239762 +0.233596
3001    2724    994     F   6    0     0     0.000000 0.686111 +0.905533 +0.613465 +0.000000 +0.292067 +0.368761
3002    2402    1647    F   6    0     0     0.000000 0.714533 -0.167691 -0.424283 +0.000000 +0.256592 +0.245887
3003    3       1322    F   6    0     0     0.000000 0.700578 -1.499772 -1.072032 +0.000000 -0.427740 +0.189301
3004    2724    886     M   6    0     0     0.000000 0.698311       --- +0.000000 +0.000000 +0.305257 +0.276071
3005    1998    2054    M   6    0     0     0.000000 0.692489       --- +0.000000 +0.000000 +0.692076 +0.325443
3006    2074    1642    F   6    0     0     0.000000 0.704200 +1.990130 +1.893150 +0.000000 +0.096980 +0.253976
3007    2453    2020    M   6    0     0     0.000000 0.709356       --- +0.000000 +0.000000 -0.187608 +0.159779
3008    2582    638     F   6    0     0     0.000000 0.710267 -1.078995 -1.009615 +0.000000 -0.069380 +0.082036
3009    2289    277     M   6    0     0     0.000000 0.702311       --- +0.000000 +0.000000 -0.058178 +0.160050
3010    2519    1075    F   6    0     0     0.000000 0.700067 -0.421741 -0.948896 +0.000000 +0.527155 +0.262154
3011    2720    1561    M   6    0     0     0.000000 0.702378       --- +0.000000 +0.000000 +0.245895 +0.316154
3012    1459    567     M   6    0     0     0.000000 0.698422       --- +0.000000 +0.000000 +0.004121 +0.214020
3013    966     2730    M   6    0     0     0.000000 0.707911       --- +0.000000 +0.000000 +0.290943 +0.396280
3014    2731    1081    F   6    0     0     0.000000 0.699489 -1.122489 -1.242868 +0.000000 +0.120379 +0.185324
3015    589     2014    M   6    0     0     0.000000 0.703089       --- +0.000000 +0.000000 -0.061562 +0.334706
3016    1677    930     M   6    0     0     0.000000 0.690044       --- +0.000000 +0.000000 +0.520132 +0.337120
3017    1401    2429    F   6    0     0     0.000000 0.720067 -0.213531 -0.184602 +0.000000 -0.028930 +0.214012
3018    2731    2291    F   6    0     0     0.000000 0.689267 +0.380098 -0.251669 +0.000000 +0.631767 +0.270884
3019    1456    50      M   6    0     0     0.000000 0.694444       --- +0.000000 +0.000000 +0.830858 +0.270514
3020    1151    831     F   6    0     0     0.000000 0.699778 -0.640652 -0.687541 +0.000000 +0.046889 +0.257875
3021    2409    238     F   6    1     1     0.000000 0.718311 +0.924370 +0.500855 +0.000000 +0.423514 +0.211956
3022    10      2729    F   6    0     0     0.000000 0.694267 +0.808450 +0.282439 +0.000000 +0.526011 +0.304197
3023    2074    1746    F   6    0     0     0.000000 0.696511 +0.973494 +1.040665 +0.000000 -0.067171 +0.190997
3024    2731    425     F   6    2     2     0.000000 0.703978 +0.869330 +0.208790 +0.000000 +0.660540 +0.375625
3025    2587    495     M   6    0     0     0.000000 0.700711       --- +0.000000 +0.000000 +0.315957 +0.234302
3026    593     2104    M   6    0     0     0.000000 0.698889       --- +0.000000 +0.000000 +0.584334 +0.326297
3027    1537    2636    F   6    0     0     0.000000 0.696689 -0.719710 -1.183940 +0.000000 +0.464229 +0.286138
3028    12      2600    F   6    3     1     0.000000 0.702733 +0.771462 +0.319554 +0.000000 +0.451908 +0.427882
3029    2705    2192    F   6    1     2     0.000000 0.710044 -1.138533 -1.523132 +0.000000 +0.384599 +0.283344
3030    2402    1631    F   6    0     0     0.000000 0.702756 +1.204897 +0.927463 +0.000000 +0.277434 +0.275548
3031    2236    1102    F   6    0     2     0.000000 0.710800 +0.674151 +0.020311 +0.000000 +0.653840 +0.234056
3032    2402    2082    M   6    0     0     0.000000 0.701844       --- +0.000000 +0.000000 +0.166082 +0.285818
3033    1151    1409    F   6    0     0     0.000000 0.696667 +0.310803 +0.142023 +0.000000 +0.168779 +0.297068
3034    800     2068    F   6    2     1     0.000000 0.708867 +0.735764 +0.515552 +0.000000 +0.220211 +0.277080
3035    2079    1221    M   6    0     0     0.000000 0.695022       --- +0.000000 +0.000000 +0.980017 +0.398025
3036    1456    2257    F   6    0     0     0.000000 0.696378 -0.263477 -0.052738 +0.000000 -0.210740 +0.225848
3037    2079    1983    F   6    0     0     0.000000 0.695178 -0.473229 -0.925573 +0.000000 +0.452344 +0.399060
3038    2079    2252    F   6    0     0     0.000000 0.697844 -1.723720 -2.049033 +0.000000 +0.325312 +0.279123
3039    2731    2554    M   6    0     0     0.000000 0.678489       --- +0.000000 +0.000000 +0.695233 +0.330194
3040    2587    892     M   6    0     0     0.000000 0.701556       --- +0.000000 +0.000000 +0.104301 +0.227687
3041    23      2038    F   6    0     0     0.000000 0.692578 +0.213413 -0.405292 +0.000000 +0.618705 +0.200943
3042    2399    1164    F   6    0     0     0.000000 0.700178 +0.288200 -0.177495 +0.000000 +0.465695 +0.182530
3043    800     1724    F   6    1     3     0.000000 0.713333 +1.171325 +0.696379 +0.000000 +0.474946 +0.437809
3044    1459    1720    M   6    0     0     0.000000 0.684844       --- +0.000000 +0.000000 -0.022884 +0.209893
3045    2236    2540    M   6    7     3     0.000000 0.705511       --- +0.000000 +0.000000 -0.023415 +0.283281
3046    1946    799     F   6    0     0     0.000000 0.693000 +0.823720 +0.180578 +0.000000 +0.643141 +0.218667
3047    1151    494     M   6    0     0     0.000000 0.695444       --- +0.000000 +0.000000 -0.058828 +0.327268
3048    593     2616    F   6    2     1     0.000000 0.701000 +1.151041 +0.934535 +0.000000 +0.216505 +0.279985
3049    2006    304     F   6    0     0     0.000000 0.701556 +0.051130 +0.279163 +0.000000 -0.228033 +0.156411
3050    1961    2536    F   6    3     1     0.000000 0.696711 -0.252500 -1.073405 +0.000000 +0.820905 +0.380888
3051    966     911     F   6    0     0     0.000000 0.712378 +0.912479 +0.378810 +0.000000 +0.533669 +0.347511
3052    2719    1498    F   6    0     0     0.000000 0.701911 -0.787792 -1.205137 +0.000000 +0.417345 +0.430280
3053    2655    913     F   6    1     2     0.000000 0.688311 -0.448410 -0.932832 +0.000000 +0.484423 +0.233228
3054    2611    1833    M   6    0     0     0.000000 0.708711       --- +0.000000 +0.000000 +0.311950 +0.188111
3055    10      2018    F   6    0     0     0.000000 0.716978 -1.315768 -1.600510 +0.000000 +0.284742 +0.082827
3056    1840    2518    F   6    0     0     0.000000 0.690444 +0.171805 -0.592150 +0.000000 +0.763955 +0.340925
3057    2701    1373    M   6    0     0     0.000000 0.715511       --- +0.000000 +0.000000 +0.303778 +0.194660
3058    2582    1609    M   6    6     4     0.000000 0.708956       --- +0.000000 +0.000000 +0.347006 +0.240078
3059    1840    2514    F   6    2     2     0.000000 0.697733 +1.120613 +0.665368 +0.000000 +0.455245 +0.440852
3060    2074    977     M   6    0     0     0.000000 0.701444       --- +0.000000 +0.000000 +0.404413 +0.176220
3061    593     1982    F   6    0     0     0.000000 0.679533 -0.274819 +0.145541 +0.000000 -0.420360 +0.190064
3062    12      1232    M   6    0     0     0.000000 0.713311       --- +0.000000 +0.000000 -0.019592 +0.268146
3063    966     2155    F   6    3     1     0.000000 0.690044 +0.729492 +0.833257 +0.000000 -0.103765 +0.348400
3064    12      2327    M   6    9     11    0.000000 0.691378       --- +0.000000 +0.000000 +0.516080 +0.424796
3065    1456    1112    F   6    0     0     0.000000 0.697311 +0.244938 +0.027828 +0.000000 +0.217110 +0.191079
3066    1677    1281    F   6    3     1     0.000000 0.696533 +1.705336 +1.365682 +0.000000 +0.339654 +0.333481
3067    589     2207    M   6    0     0     0.000000 0.707533       --- +0.000000 +0.000000 +0.371883 +0.343444
3068    3       309     M   6    0     0     0.000000 0.711200       --- +0.000000 +0.000000 +0.465672 +0.340145
3069    1878    324     F   6    3     1     0.000000 0.698378 +1.062008 +1.057833 +0.000000 +0.004175 +0.410378
3070    2582    557     M   6    0     0     0.000000 0.691222       --- +0.000000 +0.000000 +0.423735 +0.161593
3071    2719    1341    F   6    0     0     0.000000 0.701222 -0.391685 -0.713971 +0.000000 +0.322285 +0.275189
3072    1151    566     M   6    0     0     0.000000 0.699244       --- +0.000000 +0.000000 +0.268938 +0.308815
3073    800     1444    M   6    0     0     0.000000 0.691800       --- +0.000000 +0.000000 +0.327886 +0.261475
3074    2507    866     F   6    0     0     0.000000 0.698667 -0.329278 -0.572844 +0.000000 +0.243566 +0.159681
3075    1677    1904    F   6    2     1     0.000000 0.696689 +0.794682 +0.198252 +0.000000 +0.596430 +0.312667
3076    2731    2172    M   6    0     0     0.000000 0.687911       --- +0.000000 +0.000000 +0.332094 +0.247763
3077    2047    393     M   6    0     0     0.000000 0.692200       --- +0.000000 +0.000000 -0.058040 +0.192165
3078    1401    1895    F   6    0     0     0.000000 0.693667 +1.024643 +0.450505 +0.000000 +0.574138 +0.267228
3079    2519    291     M   6    0     0     0.000000 0.700711       --- +0.000000 +0.000000 +0.241749 +0.241605
3080    2402    2280    M   6    7     3     0.000000 0.698556       --- +0.000000 +0.000000 +0.611992 +0.321357
3081    2663    398     F   6    0     0     0.000000 0.706444 -0.045962 -0.122960 +0.000000 +0.076998 +0.138723
3082    2731    1685    M   6    0     0     0.000000 0.700911       --- +0.000000 +0.000000 -0.095147 +0.279635
3083    2720    2707    F   6    1     3     0.000000 0.707333 +2.488763 +2.368282 +0.000000 +0.120481 +0.434409
3084    2507    2017    M   6    0     0     0.000000 0.703467       --- +0.000000 +0.000000 +0.159015 +0.271186
3085    2705    131     F   6    2     1     0.000000 0.686911 +0.754876 +0.284934 +0.000000 +0.469942 +0.288169
3086    2582    1268    F   6    3     1     0.000000 0.703978 +2.080752 +1.582567 +0.000000 +0.498185 +0.325038
3087    2079    2262    F   6    2     2     0.000000 0.695178 +0.331944 -0.329602 +0.000000 +0.661546 +0.385871
3088    2047    891     M   6    0     0     0.000000 0.702822       --- +0.000000 +0.000000 +0.029756 +0.158923
3089    2079    2351    M   6    0     0     0.000000 0.695244       --- +0.000000 +0.000000 -0.202325 +0.426533
3090    2195    1909    M   6    10    10    0.000000 0.680178       --- +0.000000 +0.000000 +0.422568 +0.437751
3091    2519    516     F   6    0     0     0.000000 0.690422 +0.328193 +0.350014 +0.000000 -0.021821 +0.232229
3092    1878    1806    M   6    0     0     0.000000 0.700600       --- +0.000000 +0.000000 +0.102130 +0.291765
3093    2453    1243    M   6    0     0     0.000000 0.693600       --- +0.000000 +0.000000 -0.274187 +0.105828
3094    1878    1376    F   6    0     0     0.000000 0.674289 +0.197925 -0.085997 +0.000000 +0.283922 +0.261673
3095    2611    1687    M   6    0     0     0.000000 0.701889       --- +0.000000 +0.000000 -0.058349 +0.298140
3096    2079    2169    M   6    0     0     0.000000 0.690622       --- +0.000000 +0.000000 +0.785566 +0.447583
3097    800     1083    M   6    0     0     0.000000 0.696978       --- +0.000000 +0.000000 -0.023851 +0.227298
3098    1151    2626    M   6    9     11    0.000000 0.690533       --- +0.000000 +0.000000 +0.188812 +0.355193
3099    966     264     M   6    0     0     0.000000 0.712000       --- +0.000000 +0.000000 +0.492752 +0.278892
3100    1537    2520    F   6    0     0     0.000000 0.702533 +0.057245 -1.094772 +0.000000 +1.152017 +0.290754
3101    2195    1171    F   6    2     2     0.000000 0.700800 +0.132308 -0.598380 +0.000000 +0.730688 +0.558730
3102    1878    2030    M   6    0     0     0.000000 0.700600       --- +0.000000 +0.000000 +0.076948 +0.288302
3103    1577    1845    F   6    0     0     0.000000 0.711778 -0.944914 -0.821572 +0.000000 -0.123341 +0.177786
3104    2611    161     M   6    0     0     0.000000 0.708178       --- +0.000000 +0.000000 -0.803214 +0.211192
3105    23      2508    M   6    0     0     0.000000 0.722133       --- +0.000000 +0.000000 +0.375238 +0.298463
3106    2655    2392    F   6    4     0     0.000000 0.699911 +3.581054 +2.778778 +0.000000 +0.802276 +0.559267
3107    2236    1780    M   6    0     0     0.000000 0.699156       --- +0.000000 +0.000000 +0.803984 +0.301896
3108    2409    190     F   6    0     0     0.000000 0.704044 +0.590825 +0.134464 +0.000000 +0.456361 +0.209784
3109    1401    2559    F   6    1     3     0.000000 0.696689 +0.878889 +0.309940 +0.000000 +0.568949 +0.396467
3110    1537    2385    M   6    0     0     0.000000 0.696822       --- +0.000000 +0.000000 +0.147278 +0.300600
3111    2720    1829    F   6    0     0     0.000000 0.697822 -1.947304 -1.435098 +0.000000 -0.512206 +0.069324
3112    2236    2001    M   6    0     0     0.000000 0.700222       --- +0.000000 +0.000000 +0.048871 +0.295476
3113    2582    1015    M   6    0     0     0.000000 0.686556       --- +0.000000 +0.000000 +0.811993 +0.185001
3114    2655    1064    F   6    3     1     0.000000 0.692067 +0.057536 -0.125837 +0.000000 +0.183373 +0.292823
3115    1151    373     F   6    2     2     0.000000 0.698644 +1.358365 +0.864421 +0.000000 +0.493944 +0.340326
3116    800     1951    F   6    4     0     0.000000 0.687022 +0.750384 +0.252830 +0.000000 +0.497554 +0.284438
3117    2663    2363    F   6    3     1     0.000000 0.712022 +0.885839 +0.441033 +0.000000 +0.444806 +0.318146
3118    2719    1530    F   6    0     0     0.000000 0.704533 +0.237720 -0.193021 +0.000000 +0.430740 +0.300023
3119    1151    2588    F   6    3     1     0.000000 0.679444 +0.771648 -0.053824 +0.000000 +0.825472 +0.374064
