Progeny Sire    Dam     Sex  G   NMPrg NFPrg F        Homo     Phen      Res       Polygene  QTL       Final_EBV
258     0       0       F   0    5     0     0.000000 0.692533 +0.745919 +0.601530 -0.000000 +0.144389 +0.064377
259     0       0       F   0    4     6     0.000000 0.698267 +1.878129 +1.345272 +0.000000 +0.532858 +0.478040
260     0       0       F   0    1     2     0.000000 0.703111 +0.703337 +0.708448 -0.000000 -0.005111 +0.000061
261     0       0       F   0    0     1     0.000000 0.718133 -0.089705 +0.212178 +0.000000 -0.301883 -0.091360
262     0       0       F   0    1     3     0.000000 0.692267 +0.720249 +0.641402 +0.000000 +0.078846 +0.002521
263     0       0       F   0    3     0     0.000000 0.685311 -0.175640 -0.540702 +0.000000 +0.365062 -0.015159
264     0       0       F   0    5     3     0.000000 0.694733 +0.816389 +0.829944 +0.000000 -0.013555 +0.170157
265     0       0       F   0    1     2     0.000000 0.723533 -0.638436 -0.777571 -0.000000 +0.139135 -0.054008
266     0       0       F   0    3     0     0.000000 0.699889 -0.155287 -0.663815 -0.000000 +0.508528 -0.013402
267     0       0       F   0    1     0     0.000000 0.702889 -1.179389 -1.024478 -0.000000 -0.154911 -0.101787
268     0       0       F   0    2     3     0.000000 0.718000 +0.342695 +0.145688 -0.000000 +0.197007 +0.145225
269     0       0       F   0    0     1     0.000000 0.689311 -1.844449 -1.553814 +0.000000 -0.290635 -0.197139
270     0       0       F   0    2     1     0.000000 0.693111 -0.232689 -0.259309 +0.000000 +0.026620 +0.005339
271     0       0       F   0    0     1     0.000000 0.690889 -0.281128 +0.421495 +0.000000 -0.702623 -0.094164
272     0       0       F   0    1     0     0.000000 0.687444 -1.317935 -1.091509 +0.000000 -0.226426 -0.113745
273     0       0       F   0    2     6     0.000000 0.701467 +2.011358 +1.475967 -0.000000 +0.535390 +0.248932
274     0       0       F   0    1     0     0.000000 0.691644 -1.031842 -0.405302 +0.000000 -0.626540 -0.089053
275     0       0       F   0    1     4     0.000000 0.702156 +0.701599 +0.407182 -0.000000 +0.294417 +0.087444
276     0       0       F   0    2     2     0.000000 0.702978 +0.210435 +0.415184 -0.000000 -0.204750 -0.018672
277     0       0       F   0    6     0     0.000000 0.716267 +1.720541 +1.632601 -0.000000 +0.087940 +0.148492
278     0       0       F   0    2     2     0.000000 0.692244 +0.013575 -0.274760 -0.000000 +0.288335 +0.008578
279     0       0       F   0    0     1     0.000000 0.714889 -1.778370 -1.549117 +0.000000 -0.229253 -0.133670
280     0       0       F   0    1     0     0.000000 0.716467 -1.630909 -1.514489 +0.000000 -0.116420 -0.140756
281     0       0       F   0    4     2     0.000000 0.691844 +0.921745 +1.039001 -0.000000 -0.117256 +0.100373
282     0       0       F   0    0     1     0.000000 0.698711 -1.078772 -0.973762 -0.000000 -0.105010 -0.146698
283     0       0       F   0    0     2     0.000000 0.712067 +0.442035 +0.891411 +0.000000 -0.449376 -0.060136
284     0       0       F   0    0     1     0.000000 0.687378 -1.858167 -1.867923 +0.000000 +0.009756 -0.222435
285     0       0       F   0    5     1     0.000000 0.695733 +1.317316 +1.188693 +0.000000 +0.128623 +0.149117
286     0       0       F   0    0     2     0.000000 0.699822 -0.977013 -1.089554 -0.000000 +0.112542 -0.058514
287     0       0       F   0    1     0     0.000000 0.682333 -1.458095 -1.624892 -0.000000 +0.166798 -0.125841
288     0       0       F   0    4     0     0.000000 0.692200 +0.401345 -0.298245 -0.000000 +0.699590 +0.034638
289     0       0       F   0    1     2     0.000000 0.700467 +0.290969 +0.596737 +0.000000 -0.305768 -0.030204
290     0       0       F   0    0     1     0.000000 0.701711 -1.258261 -1.016106 -0.000000 -0.242155 -0.088001
291     0       0       F   0    6     2     0.000000 0.708978 +0.820427 +0.816891 -0.000000 +0.003536 +0.199425
292     0       0       F   0    5     2     0.000000 0.702822 +1.745840 +1.078855 +0.000000 +0.666985 +0.123129
293     0       0       F   0    3     2     0.000000 0.682222 +0.662832 +0.918916 +0.000000 -0.256084 +0.045846
294     0       0       F   0    0     1     0.000000 0.708689 -3.050062 -3.049409 +0.000000 -0.000653 -0.256718
295     0       0       F   0    1     0     0.000000 0.701844 -1.250518 -1.115068 +0.000000 -0.135450 -0.107926
296     0       0       F   0    1     2     0.000000 0.698178 -0.184348 +0.152451 +0.000000 -0.336799 -0.031857
297     0       0       F   0    2     3     0.000000 0.713111 +1.199878 +0.940094 -0.000000 +0.259783 +0.084372
298     0       0       F   0    2     3     0.000000 0.705378 +0.543666 +0.027570 -0.000000 +0.516097 +0.095740
299     0       0       F   0    2     1     0.000000 0.700089 -0.706173 -0.593127 +0.000000 -0.113046 -0.024830
300     0       0       F   0    1     2     0.000000 0.717622 +0.676787 +0.404633 -0.000000 +0.272154 +0.100420
301     0       0       F   0    0     2     0.000000 0.725133 -0.064824 +0.030183 -0.000000 -0.095008 -0.052637
302     0       0       F   0    1     1     0.000000 0.696022 -1.272630 -1.397426 -0.000000 +0.124796 -0.068610
303     0       0       F   0    0     1     0.000000 0.688844 -1.936622 -1.346577 -0.000000 -0.590046 -0.173895
304     0       0       F   0    1     5     0.000000 0.691022 +1.035612 +1.015350 -0.000000 +0.020261 +0.033882
305     0       0       F   0    2     0     0.000000 0.703844 -0.620519 -0.916135 -0.000000 +0.295616 -0.053554
306     0       0       F   0    4     2     0.000000 0.695600 +1.087071 +0.879792 -0.000000 +0.207280 +0.143245
307     0       0       F   0    1     1     0.000000 0.690267 -0.821500 -1.424662 +0.000000 +0.603162 -0.055476
308     0       0       F   0    3     4     0.000000 0.713711 +0.736123 +0.434963 -0.000000 +0.301160 +0.135675
309     0       0       F   0    4     3     0.000000 0.704400 +0.573402 +0.093131 -0.000000 +0.480271 +0.216011
310     0       0       F   0    2     1     0.000000 0.705044 +0.279963 +0.469872 +0.000000 -0.189909 -0.017364
311     0       0       F   0    1     3     0.000000 0.697378 -0.095118 -0.242148 +0.000000 +0.147030 +0.038157
312     0       0       F   0    5     5     0.000000 0.692978 +1.928921 +1.507732 +0.000000 +0.421188 +0.343844
313     0       0       F   0    2     1     0.000000 0.693333 +0.781759 +0.874947 +0.000000 -0.093188 +0.010699
314     0       0       F   0    1     1     0.000000 0.710400 -0.147935 -0.048683 +0.000000 -0.099251 -0.048278
315     0       0       F   0    1     1     0.000000 0.698489 -0.311888 -0.083604 -0.000000 -0.228284 -0.056310
316     0       0       F   0    0     1     0.000000 0.708778 -0.724220 -1.267276 -0.000000 +0.543056 -0.096307
317     0       0       F   0    3     2     0.000000 0.704089 +0.734535 +0.727109 +0.000000 +0.007426 +0.055280
318     0       0       F   0    2     1     0.000000 0.708333 +0.344629 +0.314383 +0.000000 +0.030245 +0.003949
319     0       0       F   0    1     4     0.000000 0.693711 +2.664894 +2.695511 -0.000000 -0.030618 +0.104384
320     0       0       F   0    3     2     0.000000 0.694022 -0.200616 -0.388600 -0.000000 +0.187984 +0.085856
321     0       0       F   0    0     2     0.000000 0.699178 -0.257875 -0.187576 -0.000000 -0.070299 -0.056041
322     0       0       F   0    2     6     0.000000 0.697756 +1.146587 +1.132506 +0.000000 +0.014081 +0.253847
323     0       0       F   0    0     2     0.000000 0.706000 +0.239063 +0.949260 +0.000000 -0.710198 -0.032059
324     0       0       F   0    2     5     0.000000 0.692667 +1.930901 +1.696960 -0.000000 +0.233941 +0.225845
325     0       0       F   0    1     1     0.000000 0.691978 -0.596553 -0.407393 +0.000000 -0.189159 -0.028457
326     0       0       F   0    1     2     0.000000 0.713956 +0.800385 +0.304630 -0.000000 +0.495755 -0.010041
327     0       0       F   0    1     3     0.000000 0.701089 +0.357636 +0.099364 +0.000000 +0.258272 +0.073456
328     0       0       F   0    1     1     0.000000 0.704733 -0.526631 +0.174956 +0.000000 -0.701587 -0.039292
329     0       0       F   0    3     1     0.000000 0.692067 -0.044498 +0.259295 -0.000000 -0.303793 +0.024134
330     0       0       F   0    2     2     0.000000 0.690067 +0.180932 +0.347521 -0.000000 -0.166589 -0.037576
331     0       0       F   0    1     1     0.000000 0.715444 -0.750085 -0.540189 -0.000000 -0.209896 -0.126992
332     0       0       F   0    0     1     0.000000 0.709467 -0.916278 -0.087141 -0.000000 -0.829137 -0.119095
333     0       0       F   0    3     3     0.000000 0.695333 +1.986610 +1.726510 +0.000000 +0.260100 +0.105898
334     0       0       F   0    2     2     0.000000 0.704022 +0.376216 +0.224942 +0.000000 +0.151274 +0.001885
335     0       0       F   0    3     1     0.000000 0.694178 +1.004106 +0.876783 +0.000000 +0.127323 +0.024012
336     0       0       F   0    1     0     0.000000 0.687111 -2.542819 -2.115644 -0.000000 -0.427175 -0.219458
337     0       0       F   0    3     2     0.000000 0.698511 +0.138314 -0.002581 +0.000000 +0.140895 +0.080959
338     0       0       F   0    0     1     0.000000 0.697133 -0.879547 -0.763943 +0.000000 -0.115604 -0.089132
339     0       0       F   0    1     1     0.000000 0.692622 -0.191271 +0.150175 +0.000000 -0.341446 -0.077822
340     0       0       F   0    3     0     0.000000 0.712600 +0.155406 +0.139274 -0.000000 +0.016132 +0.013412
341     0       0       F   0    2     1     0.000000 0.702644 -0.192762 -0.384082 -0.000000 +0.191320 +0.011433
342     0       0       F   0    3     1     0.000000 0.697467 +0.528348 +0.206433 +0.000000 +0.321915 +0.010553
343     0       0       F   0    2     2     0.000000 0.696311 +0.076519 +0.045576 -0.000000 +0.030943 +0.034159
344     0       0       F   0    0     1     0.000000 0.706311 -0.187477 +0.444739 -0.000000 -0.632216 -0.100079
345     0       0       F   0    1     0     0.000000 0.720156 -1.495753 -0.913460 +0.000000 -0.582293 -0.129091
346     0       0       F   0    1     0     0.000000 0.695044 -1.283181 -0.975621 +0.000000 -0.307560 -0.110745
347     0       0       F   0    2     1     0.000000 0.698022 -0.140644 -0.180375 -0.000000 +0.039731 -0.069867
348     0       0       F   0    0     1     0.000000 0.699089 -0.680452 -0.465903 -0.000000 -0.214549 -0.100581
349     0       0       F   0    4     1     0.000000 0.687556 +0.418756 +0.704821 +0.000000 -0.286065 +0.073241
350     0       0       F   0    2     3     0.000000 0.696400 +0.008223 -0.433208 +0.000000 +0.441431 +0.074555
351     0       0       F   0    5     4     0.000000 0.700489 +2.117370 +1.726509 +0.000000 +0.390861 +0.296688
352     0       0       F   0    1     1     0.000000 0.698422 -0.532572 -0.253569 -0.000000 -0.279002 -0.053286
353     0       0       F   0    1     2     0.000000 0.689378 -0.389528 -0.181617 -0.000000 -0.207912 -0.005874
354     0       0       F   0    2     1     0.000000 0.708778 +0.784495 +0.432347 +0.000000 +0.352148 +0.008627
355     0       0       F   0    1     4     0.000000 0.686956 -0.124224 -0.520537 -0.000000 +0.396314 +0.080948
356     0       0       F   0    2     2     0.000000 0.710622 -0.310418 -0.154911 -0.000000 -0.155507 +0.086371
357     0       0       F   0    1     1     0.000000 0.695244 -0.821434 -0.395452 -0.000000 -0.425981 -0.064626
358     0       0       F   0    1     1     0.000000 0.689778 -0.379991 -0.281417 +0.000000 -0.098574 -0.069437
359     0       0       F   0    1     1     0.000000 0.710489 -0.807870 -0.498180 -0.000000 -0.309690 -0.082338
360     0       0       F   0    1     1     0.000000 0.704444 +0.255972 -0.199078 +0.000000 +0.455050 -0.043827
361     0       0       F   0    1     1     0.000000 0.704689 -0.145060 -0.121081 +0.000000 -0.023980 -0.042976
362     0       0       F   0    0     3     0.000000 0.689356 +0.218625 +0.432666 +0.000000 -0.214040 -0.019980
363     0       0       F   0    3     1     0.000000 0.708556 +1.240034 +1.219035 -0.000000 +0.020999 +0.013691
364     0       0       F   0    3     1     0.000000 0.678333 +0.576136 +0.578078 -0.000000 -0.001942 +0.056109
365     0       0       F   0    2     2     0.000000 0.679200 +0.512746 +0.690743 +0.000000 -0.177997 -0.039406
366     0       0       F   0    4     0     0.000000 0.690178 +0.330767 -0.016722 -0.000000 +0.347489 +0.028547
367     0       0       F   0    0     1     0.000000 0.698356 -1.314453 -0.850690 -0.000000 -0.463764 -0.132959
368     0       0       F   0    0     1     0.000000 0.697333 -2.077057 -1.922022 +0.000000 -0.155034 -0.150700
369     0       0       F   0    1     1     0.000000 0.686822 -0.622372 -1.419365 +0.000000 +0.796993 -0.077614
370     0       0       F   0    5     0     0.000000 0.691289 +0.694225 +0.873278 -0.000000 -0.179052 +0.059915
371     0       0       F   0    1     3     0.000000 0.709267 +0.679245 +0.959093 -0.000000 -0.279847 +0.021515
372     0       0       F   0    0     2     0.000000 0.704578 -0.701518 -0.979289 +0.000000 +0.277771 -0.043470
373     0       0       F   0    3     4     0.000000 0.697156 +1.896312 +1.559867 -0.000000 +0.336445 +0.143481
374     0       0       F   0    4     4     0.000000 0.705311 +1.688012 +1.565235 -0.000000 +0.122777 +0.166794
375     0       0       F   0    0     1     0.000000 0.687822 -2.878416 -2.111532 +0.000000 -0.766884 -0.263180
376     0       0       F   0    0     2     0.000000 0.696733 -1.086285 -1.349477 +0.000000 +0.263192 -0.123061
377     0       0       F   0    1     3     0.000000 0.696533 +0.303051 +1.032439 +0.000000 -0.729388 +0.006947
378     0       0       F   0    4     0     0.000000 0.716489 +0.612596 +0.584211 +0.000000 +0.028385 +0.052870
379     0       0       F   0    1     3     0.000000 0.684200 -0.419018 -0.111560 +0.000000 -0.307458 -0.087844
380     0       0       F   0    2     1     0.000000 0.689311 +0.221948 -0.360188 +0.000000 +0.582136 +0.008742
381     0       0       F   0    3     1     0.000000 0.713911 +0.855044 +0.882525 +0.000000 -0.027482 +0.019851
382     0       0       F   0    0     1     0.000000 0.693156 -0.287712 -0.172061 +0.000000 -0.115651 -0.080524
383     0       0       F   0    3     0     0.000000 0.694489 +0.122762 +0.509439 +0.000000 -0.386677 +0.010595
384     0       0       F   0    5     2     0.000000 0.698533 +1.258376 +0.719496 +0.000000 +0.538880 +0.171499
385     0       0       F   0    1     1     0.000000 0.715600 -1.189352 -1.085807 -0.000000 -0.103544 -0.043531
386     0       0       F   0    1     0     0.000000 0.692267 -1.258420 -0.864735 -0.000000 -0.393685 -0.108608
387     0       0       F   0    3     0     0.000000 0.697778 -0.258598 -0.776364 +0.000000 +0.517766 -0.022318
388     0       0       F   0    1     3     0.000000 0.699667 -0.343688 -0.090595 -0.000000 -0.253093 +0.010092
389     0       0       F   0    1     1     0.000000 0.700956 -0.191162 -0.145600 +0.000000 -0.045562 -0.064855
390     0       0       F   0    3     2     0.000000 0.699756 +1.228484 +1.318868 +0.000000 -0.090384 +0.023477
391     0       0       F   0    1     0     0.000000 0.715222 -1.262050 -1.349948 +0.000000 +0.087898 -0.108921
392     0       0       F   0    2     2     0.000000 0.690267 +0.027097 +0.088738 +0.000000 -0.061641 +0.039411
393     0       0       F   0    4     3     0.000000 0.700378 +1.543590 +1.392146 -0.000000 +0.151444 +0.183972
394     0       0       F   0    1     1     0.000000 0.699556 -0.459624 -0.662455 -0.000000 +0.202831 -0.039131
395     0       0       F   0    2     1     0.000000 0.702289 -0.562114 -0.311295 +0.000000 -0.250819 -0.003309
396     0       0       F   0    1     1     0.000000 0.695844 -0.563311 -0.697269 -0.000000 +0.133957 -0.079736
397     0       0       F   0    5     2     0.000000 0.698733 +2.206787 +1.703156 +0.000000 +0.503631 +0.178531
398     0       0       F   0    3     3     0.000000 0.690178 +0.685998 +1.126844 +0.000000 -0.440845 +0.089598
